Store,Coords,City,State
28973,"[-81.69257491074858, 30.334932950856675]",Jacksonville,Florida
414022,"[-81.72041669958857, 30.410314920205412]",Jacksonville,Florida
1685178,"[-81.65681875955734, 30.324145954097933]",Jacksonville,Florida
146874,"[-81.6940881749907, 30.34362505489446]",Jacksonville,Florida
2252358,"[-81.63349196665199, 30.307241582893305]",Jacksonville,Florida
19718,"[-81.60668998795953, 30.341321808383626]",Jacksonville,Florida
1685250,"[-81.68049850963527, 30.365353610837058]",Jacksonville,Florida
4525116,"[-81.63726073119463, 30.35243458729624]",Jacksonville,Florida
69576,"[-81.65051730292103, 30.379767297934613]",Jacksonville,Florida
9817751,"[-81.67842542267452, 30.329811530894823]",Jacksonville,Florida
2502371,"[-81.65061817175147, 30.305820656207953]",Jacksonville,Florida
876125,"[-81.63973864967186, 30.284217805424888]",Jacksonville,Florida
76535,"[-81.64901775201228, 30.340484601613575]",Jacksonville,Florida
891629,"[-81.63409479459051, 30.31981696093473]",Jacksonville,Florida
2308118,"[-81.63852352707637, 30.35593709410173]",Jacksonville,Florida
2452990,"[-81.64114349075514, 30.373111375768804]",Jacksonville,Florida
146792,"[-81.62584254141142, 30.315965302647825]",Jacksonville,Florida
2448861,"[-81.66175295377855, 30.360274745432548]",Jacksonville,Florida
2346793,"[-81.69007074933212, 30.32002907308915]",Jacksonville,Florida
4434377,"[-81.66237132997057, 30.328983509143416]",Jacksonville,Florida
2342767,"[-81.67270320521655, 30.310751568450023]",Jacksonville,Florida
1685195,"[-81.66743532786207, 30.3743989561272]",Jacksonville,Florida
4248480,"[-81.69083225748392, 30.314418272526655]",Jacksonville,Florida
2157097,"[-81.64520627373183, 30.3302118352231]",Jacksonville,Florida
1942631,"[-81.65286218936842, 30.308614594711425]",Jacksonville,Florida
58442,"[-81.60025254871692, 30.29936938096671]",Jacksonville,Florida
1154823,"[-81.64273761050192, 30.33326536910261]",Jacksonville,Florida
192454,"[-81.65193963298158, 30.333461767354585]",Jacksonville,Florida
1665169,"[-81.63559281516821, 30.34126602642484]",Jacksonville,Florida
22737,"[-81.60543676955648, 30.350987067335353]",Jacksonville,Florida
30570,"[-81.59106823090119, 30.322292045226384]",Jacksonville,Florida
1954551,"[-81.67669886156618, 30.312786601063777]",Jacksonville,Florida
19515,"[-81.66418069159197, 30.374588870521695]",Jacksonville,Florida
4232998,"[-81.60339380926996, 30.35464566437331]",Jacksonville,Florida
1685297,"[-81.70819753936226, 30.331473678003135]",Jacksonville,Florida
4448275,"[-81.61216643642442, 30.329881053160324]",Jacksonville,Florida
2471673,"[-81.64163634804848, 30.325417749241037]",Jacksonville,Florida
9492789,"[-81.67928975493709, 30.381895348405468]",Jacksonville,Florida
4480091,"[-81.6679019996852, 30.329451407636878]",Jacksonville,Florida
47025,"[-81.6262069201907, 30.328884990048735]",Jacksonville,Florida
4516152,"[-122.33429671841162, 37.77543552566116]",San Francisco,California
1935498,"[-122.3674766060029, 37.70021269993798]",San Francisco,California
4325253,"[-122.38786238105284, 37.69120058121707]",San Francisco,California
869719,"[-122.32067471710155, 37.821053712681774]",San Francisco,California
29982,"[-122.36458935536137, 37.73019234488783]",San Francisco,California
9319032,"[-122.36944801499784, 37.71676674143914]",San Francisco,California
8058970,"[-122.37137181581755, 37.70658273653547]",San Francisco,California
1575571,"[-122.34991694515755, 37.73727160627839]",San Francisco,California
55031,"[-122.33946220768784, 37.76628414891385]",San Francisco,California
1225088,"[-122.34254295963463, 37.76285115700834]",San Francisco,California
143206,"[-122.36311843756967, 37.72761490390375]",San Francisco,California
1907489,"[-122.36159594043575, 37.73593150709338]",San Francisco,California
550091,"[-122.36450489482034, 37.731145934713815]",San Francisco,California
8150415,"[-122.35450815114405, 37.74472537485351]",San Francisco,California
63626,"[-122.33274077461415, 37.734538897386756]",San Francisco,California
231184,"[-122.36169749584907, 37.72716157486001]",San Francisco,California
2393035,"[-122.35015296520356, 37.74641318522337]",San Francisco,California
974903,"[-122.36489620932787, 37.72630660011263]",San Francisco,California
681747,"[-122.36824178407292, 37.70743095738642]",San Francisco,California
149859,"[-122.34828163688411, 37.74762854695157]",San Francisco,California
58251,"[-122.35645646709453, 37.744487776692054]",San Francisco,California
21035,"[-122.35497631101376, 37.726047697728404]",San Francisco,California
152013,"[-122.33202265370042, 37.760648917719394]",San Francisco,California
76264,"[-122.35121323745219, 37.71299425722507]",San Francisco,California
15867,"[-122.33989841830902, 37.735262252967836]",San Francisco,California
1878567,"[-122.36879404206714, 37.706126839540964]",San Francisco,California
26950,"[-122.365508240295, 37.72647046018695]",San Francisco,California
1224326,"[-122.3689585494959, 37.70482385490127]",San Francisco,California
76153,"[-122.39779407031577, 37.685982663799]",San Francisco,California
34114,"[-122.32673618454162, 37.77408764419412]",San Francisco,California
1931157,"[-122.37261915881493, 37.695617842194345]",San Francisco,California
1572671,"[-122.36880158621722, 37.72754795146942]",San Francisco,California
4350858,"[-122.3401566247171, 37.740128890547226]",San Francisco,California
1826629,"[-122.32589368968002, 37.71055104838791]",San Francisco,California
1397472,"[-122.36770598206039, 37.70646879757014]",San Francisco,California
9482536,"[-122.34820394889937, 37.74858976206106]",San Francisco,California
4506512,"[-122.34114732396523, 37.76514475588792]",San Francisco,California
2502388,"[-122.38714358488866, 37.688851877866256]",San Francisco,California
2016779,"[-122.34717887073138, 37.741567265216595]",San Francisco,California
2272315,"[-122.3438041303189, 37.750876796388226]",San Francisco,California
921853,"[-122.32496455798933, 37.794298158742]",San Francisco,California
134215,"[-83.00846427883438, 39.962678072146744]",Columbus,Ohio
900151,"[-83.05072286903525, 39.93850674237876]",Columbus,Ohio
52716,"[-83.02503775957719, 39.96516605061556]",Columbus,Ohio
1951308,"[-83.02519016060099, 39.945489416230906]",Columbus,Ohio
152109,"[-83.01816100800137, 39.95247099366036]",Columbus,Ohio
2485404,"[-82.98739584859304, 39.920353159942515]",Columbus,Ohio
9733933,"[-82.99119469541283, 39.933435177231615]",Columbus,Ohio
40600,"[-82.97171115697608, 39.93701983383976]",Columbus,Ohio
2387278,"[-82.95820193619709, 39.94312843011367]",Columbus,Ohio
140327,"[-83.01975069673671, 39.95160670589939]",Columbus,Ohio
26216,"[-82.99599490503535, 39.94308046530833]",Columbus,Ohio
925893,"[-82.95856898867315, 39.92431706434968]",Columbus,Ohio
1261850,"[-82.98631734026567, 39.9769027835982]",Columbus,Ohio
1206259,"[-82.99438325265041, 39.98317489319687]",Columbus,Ohio
1367435,"[-82.9952417417164, 39.950174434510615]",Columbus,Ohio
2389283,"[-83.02971745068898, 39.98126855277799]",Columbus,Ohio
152541,"[-83.0093704158913, 39.93076246591445]",Columbus,Ohio
2087207,"[-82.98471286063946, 39.98728090800228]",Columbus,Ohio
1685236,"[-83.02445502676103, 39.95933843062758]",Columbus,Ohio
2282484,"[-83.00077455755813, 39.9578897467047]",Columbus,Ohio
2414737,"[-83.0380668090266, 39.97313055234025]",Columbus,Ohio
145481,"[-83.02232260055928, 39.97533791300763]",Columbus,Ohio
58249,"[-83.02603638578347, 39.96024703248582]",Columbus,Ohio
4250202,"[-82.9927034336222, 39.91894000480778]",Columbus,Ohio
2157903,"[-82.99568052650059, 39.93588648655697]",Columbus,Ohio
4359010,"[-82.97681003578386, 39.9592590372574]",Columbus,Ohio
21591,"[-83.0210170885117, 39.96850370731323]",Columbus,Ohio
1549374,"[-83.01459051468255, 39.93612812097021]",Columbus,Ohio
7448458,"[-83.0388353332004, 39.96933705403281]",Columbus,Ohio
4249202,"[-83.02448131581048, 39.99131909888874]",Columbus,Ohio
20246,"[-83.02006398586876, 39.9515379493834]",Columbus,Ohio
705675,"[-82.95758368242466, 39.99331994099096]",Columbus,Ohio
7815815,"[-82.99205075039943, 39.9586155477178]",Columbus,Ohio
113822,"[-83.03344510552675, 39.99163673696502]",Columbus,Ohio
75176,"[-82.96294755035642, 39.98241251289204]",Columbus,Ohio
638273,"[-83.01734510012373, 39.97512953179602]",Columbus,Ohio
20892,"[-82.97234846335263, 39.98332031465252]",Columbus,Ohio
1685318,"[-83.00106166988087, 39.90968878677671]",Columbus,Ohio
2112541,"[-82.93123190457092, 40.025983287740154]",Columbus,Ohio
4503633,"[-82.97987978198096, 39.911523721374856]",Columbus,Ohio
4474338,"[-82.98403247585021, 39.96042313485055]",Columbus,Ohio
1685168,"[-80.85905168738105, 35.204922544783855]",Charlotte,North Carolina
2502518,"[-80.8767870230185, 35.259893184285424]",Charlotte,North Carolina
2327414,"[-80.88575524445505, 35.210017529277486]",Charlotte,North Carolina
7799091,"[-80.82944859894769, 35.22702799208311]",Charlotte,North Carolina
138019,"[-80.79965367884554, 35.238744480183556]",Charlotte,North Carolina
2056578,"[-80.83105687026892, 35.23302104823322]",Charlotte,North Carolina
69620,"[-80.7958355306299, 35.201998487791286]",Charlotte,North Carolina
1365714,"[-80.86427121998406, 35.227777674931616]",Charlotte,North Carolina
2196991,"[-80.88253734943589, 35.2562246766016]",Charlotte,North Carolina
4378244,"[-80.89302452930626, 35.20201374218072]",Charlotte,North Carolina
2418007,"[-80.87493107505131, 35.20510264900766]",Charlotte,North Carolina
19170,"[-80.85964550677734, 35.26027786567179]",Charlotte,North Carolina
2393061,"[-80.83399101148422, 35.20040250487934]",Charlotte,North Carolina
1389976,"[-80.8578295676474, 35.1933996926511]",Charlotte,North Carolina
146871,"[-80.77965154394084, 35.235731976258485]",Charlotte,North Carolina
2142359,"[-80.84356624822884, 35.212491622576735]",Charlotte,North Carolina
22702,"[-80.86250732098344, 35.26687249711014]",Charlotte,North Carolina
37806,"[-80.88376082347894, 35.19943671272642]",Charlotte,North Carolina
133562,"[-80.85950754619589, 35.18653037503828]",Charlotte,North Carolina
4319129,"[-80.82281535988962, 35.18492391806235]",Charlotte,North Carolina
26205,"[-80.84404537574432, 35.24440604747456]",Charlotte,North Carolina
2293272,"[-80.83807033320024, 35.22299723961583]",Charlotte,North Carolina
1685198,"[-80.87521039557451, 35.267147271765424]",Charlotte,North Carolina
1685233,"[-80.8312660096755, 35.24173662987648]",Charlotte,North Carolina
1948352,"[-80.8133059040213, 35.24811439182563]",Charlotte,North Carolina
1013817,"[-80.84959825752945, 35.285300289790115]",Charlotte,North Carolina
4231919,"[-80.87134650120473, 35.216354648697]",Charlotte,North Carolina
1685188,"[-80.82204751076105, 35.193534767389195]",Charlotte,North Carolina
4388149,"[-80.83771103337142, 35.20365589482707]",Charlotte,North Carolina
26983,"[-80.81746664860616, 35.1848285588637]",Charlotte,North Carolina
1197582,"[-80.84605945448462, 35.23582488163847]",Charlotte,North Carolina
45254,"[-80.81003104382471, 35.208295497549436]",Charlotte,North Carolina
1513605,"[-80.82009080278014, 35.21098107380327]",Charlotte,North Carolina
268603,"[-80.83256010377967, 35.209220188015955]",Charlotte,North Carolina
146869,"[-80.8151572171646, 35.2543106490711]",Charlotte,North Carolina
17627,"[-80.89002491646028, 35.257247039719054]",Charlotte,North Carolina
4474782,"[-80.88506703016353, 35.181680541588264]",Charlotte,North Carolina
139448,"[-80.90167772317493, 35.264070553929045]",Charlotte,North Carolina
1434444,"[-80.86898967243827, 35.22325537655437]",Charlotte,North Carolina
4210400,"[-97.34113271264907, 32.75837389125378]",Fort Worth,Texas
131690,"[-97.34444570404979, 32.733495129713454]",Fort Worth,Texas
10744,"[-97.39289693042377, 32.7596551790464]",Fort Worth,Texas
1975524,"[-97.30885132913055, 32.78032359228275]",Fort Worth,Texas
22491,"[-97.34014036332186, 32.75410354832443]",Fort Worth,Texas
117579,"[-97.38928813167816, 32.7364795498492]",Fort Worth,Texas
1685223,"[-97.35622731625337, 32.7945904862209]",Fort Worth,Texas
2055259,"[-97.3871528681144, 32.73443282476714]",Fort Worth,Texas
2240543,"[-97.3752814699096, 32.80579003948583]",Fort Worth,Texas
4693536,"[-97.29354255714524, 32.75970899882119]",Fort Worth,Texas
4249206,"[-97.32877548346302, 32.75088890039658]",Fort Worth,Texas
1951307,"[-97.34716983496577, 32.740789000609645]",Fort Worth,Texas
940573,"[-97.31805914965778, 32.76257791241888]",Fort Worth,Texas
1105751,"[-97.35050372193649, 32.80761185916699]",Fort Worth,Texas
2362833,"[-97.36083077828188, 32.74536179399177]",Fort Worth,Texas
7922924,"[-97.29034781854442, 32.72872653580734]",Fort Worth,Texas
1032669,"[-97.29999663858854, 32.76196062474543]",Fort Worth,Texas
307885,"[-97.30844235279592, 32.775034501501665]",Fort Worth,Texas
936838,"[-97.28740710630632, 32.72282730237126]",Fort Worth,Texas
1683600,"[-97.31790119777955, 32.744088049776835]",Fort Worth,Texas
1242120,"[-97.30348019028482, 32.7278821422754]",Fort Worth,Texas
6151193,"[-97.34757736982887, 32.74923771585582]",Fort Worth,Texas
2030067,"[-97.35900384022166, 32.772506978116226]",Fort Worth,Texas
1575570,"[-97.33890640537243, 32.71530790679786]",Fort Worth,Texas
1689333,"[-97.31991206399762, 32.8237864637314]",Fort Worth,Texas
151344,"[-97.30985794137912, 32.76158332276217]",Fort Worth,Texas
1203286,"[-97.28712821515104, 32.774480338441]",Fort Worth,Texas
1981008,"[-97.34835712631606, 32.768854428769934]",Fort Worth,Texas
54820,"[-97.30473725574107, 32.74247279214098]",Fort Worth,Texas
80618,"[-97.3388453208715, 32.737462427606914]",Fort Worth,Texas
35671,"[-97.31251973022349, 32.798571318744365]",Fort Worth,Texas
2396576,"[-97.32986195647283, 32.76085248326711]",Fort Worth,Texas
44075,"[-97.29990092943102, 32.753049221135655]",Fort Worth,Texas
660493,"[-97.32682505577614, 32.741712433434216]",Fort Worth,Texas
928477,"[-97.34244164881406, 32.713506781408256]",Fort Worth,Texas
19207,"[-97.32923044237555, 32.748780250779454]",Fort Worth,Texas
152839,"[-97.33467228151645, 32.767647918663336]",Fort Worth,Texas
147565,"[-97.3269038997236, 32.74587105124828]",Fort Worth,Texas
2120920,"[-97.29419106914715, 32.791313588724535]",Fort Worth,Texas
37944,"[-83.02823537654227, 42.328459818614824]",Detroit,Michigan
1685214,"[-83.0806844506879, 42.33876869293037]",Detroit,Michigan
4247800,"[-83.07039287766042, 42.32212050123093]",Detroit,Michigan
8285393,"[-83.06247751196251, 42.32801452506955]",Detroit,Michigan
2485408,"[-83.0768077888975, 42.34342712667033]",Detroit,Michigan
4238034,"[-83.08871997157736, 42.330127128515066]",Detroit,Michigan
27414,"[-83.07629905481114, 42.30728308639362]",Detroit,Michigan
4454380,"[-83.02292161074766, 42.32686039424951]",Detroit,Michigan
1685183,"[-83.04015493293493, 42.31324931593317]",Detroit,Michigan
31913,"[-83.04141138852762, 42.331905159906796]",Detroit,Michigan
21933,"[-83.02553788667902, 42.3269772213898]",Detroit,Michigan
20252,"[-83.01076378056848, 42.35254139197254]",Detroit,Michigan
24413,"[-83.01833582708556, 42.342484272008406]",Detroit,Michigan
5908375,"[-83.01192616715606, 42.336195603561016]",Detroit,Michigan
1739394,"[-83.04850967349884, 42.32559719269886]",Detroit,Michigan
1802569,"[-83.04299508038623, 42.33472221738682]",Detroit,Michigan
4319215,"[-83.0767470514108, 42.32728448808503]",Detroit,Michigan
4227641,"[-83.0226498273781, 42.33024077679107]",Detroit,Michigan
4255063,"[-83.06105724490581, 42.28518501014674]",Detroit,Michigan
1577103,"[-83.05068158147073, 42.35285796022352]",Detroit,Michigan
906026,"[-83.06697376102755, 42.323225717588286]",Detroit,Michigan
1504061,"[-82.99355103410167, 42.347535260623076]",Detroit,Michigan
4663569,"[-83.06083042360217, 42.317256347730925]",Detroit,Michigan
1610611,"[-83.04655701326107, 42.32053042259315]",Detroit,Michigan
1695987,"[-83.05334226213756, 42.3422785861047]",Detroit,Michigan
62071,"[-83.04138270955552, 42.29836214864017]",Detroit,Michigan
5978105,"[-83.0765093764559, 42.31435270793552]",Detroit,Michigan
2280153,"[-83.06210280486542, 42.32534083436145]",Detroit,Michigan
1816594,"[-83.06624644806539, 42.31623115242815]",Detroit,Michigan
4718062,"[-83.00793081888622, 42.328607550433205]",Detroit,Michigan
2466636,"[-83.08493724313031, 42.33409786110431]",Detroit,Michigan
1889327,"[-83.01436972031557, 42.34000386423068]",Detroit,Michigan
1942633,"[-83.02849982792296, 42.35627109217276]",Detroit,Michigan
2502025,"[-83.03136046588921, 42.35612163926265]",Detroit,Michigan
1388089,"[-106.48297453860047, 31.778499485676033]",El Paso,Texas
112856,"[-106.3961109204247, 31.805595869647803]",El Paso,Texas
1685175,"[-106.51897694804106, 31.838362637850555]",El Paso,Texas
1123433,"[-106.46678488976885, 31.80578907821431]",El Paso,Texas
637255,"[-106.42768567555053, 31.768200827072963]",El Paso,Texas
4477809,"[-106.48827264066036, 31.77246462667128]",El Paso,Texas
145145,"[-106.434175747039, 31.776059326225926]",El Paso,Texas
2489173,"[-106.45012026473013, 31.775446790259853]",El Paso,Texas
212392,"[-106.44277724353961, 31.78475548830953]",El Paso,Texas
2316983,"[-106.46299100673008, 31.79483295912842]",El Paso,Texas
4680109,"[-106.46406751293763, 31.767755417767127]",El Paso,Texas
4513831,"[-106.42556170460732, 31.773751025341898]",El Paso,Texas
70164,"[-106.40215662435325, 31.77171733223639]",El Paso,Texas
1685229,"[-106.39369946515787, 31.81821684314816]",El Paso,Texas
152397,"[-106.4379014772734, 31.78500472396255]",El Paso,Texas
1456166,"[-106.46720452270908, 31.793206041228427]",El Paso,Texas
4516200,"[-106.46788503445097, 31.782824260026835]",El Paso,Texas
706271,"[-106.40614706577081, 31.75125269381644]",El Paso,Texas
2487559,"[-106.42995736396632, 31.78815652530832]",El Paso,Texas
1685220,"[-106.41803272440107, 31.778879576183755]",El Paso,Texas
1873531,"[-106.44413407517942, 31.78195174070381]",El Paso,Texas
2489174,"[-106.37064557050294, 31.794737037183904]",El Paso,Texas
1685235,"[-106.45228289996655, 31.78411755921348]",El Paso,Texas
2371213,"[-106.40417664074374, 31.787688302214157]",El Paso,Texas
4232503,"[-106.39942711289042, 31.79264400080547]",El Paso,Texas
4445605,"[-106.41035017318858, 31.775450892777744]",El Paso,Texas
889121,"[-106.4278697710488, 31.752730315214265]",El Paso,Texas
4069212,"[-106.42941118152646, 31.775583986547087]",El Paso,Texas
16001,"[-106.46236729394501, 31.803299019397585]",El Paso,Texas
25620,"[-106.46085193368974, 31.803468090952247]",El Paso,Texas
4452486,"[-106.43676728216506, 31.781406674580346]",El Paso,Texas
50540,"[-106.44477726769333, 31.767315313754928]",El Paso,Texas
1636650,"[-106.40790157686747, 31.77753719320782]",El Paso,Texas
708536,"[-90.02184176731626, 35.12094539689134]",Memphis,Tennessee
8355113,"[-90.06031924589536, 35.16004357559806]",Memphis,Tennessee
4458305,"[-90.03203113420051, 35.152426807881405]",Memphis,Tennessee
2128637,"[-90.06600739713463, 35.11785315941604]",Memphis,Tennessee
1548663,"[-90.06524307004005, 35.09449310037498]",Memphis,Tennessee
511929,"[-90.0444960264631, 35.20894777873279]",Memphis,Tennessee
1685193,"[-90.09260916742917, 35.116204699530414]",Memphis,Tennessee
1937430,"[-90.02604885862831, 35.14792683869931]",Memphis,Tennessee
1901742,"[-89.99862450705078, 35.15936821152906]",Memphis,Tennessee
1060051,"[-90.05019393211468, 35.144022851636976]",Memphis,Tennessee
5961106,"[-90.09103944397904, 35.17625881583564]",Memphis,Tennessee
820698,"[-90.03125984706945, 35.1513183739034]",Memphis,Tennessee
1118101,"[-90.06436572425847, 35.20161474981375]",Memphis,Tennessee
8216707,"[-90.02928883746206, 35.15676982930354]",Memphis,Tennessee
42378,"[-90.07784087464191, 35.12527337836742]",Memphis,Tennessee
1685154,"[-90.06421705230248, 35.138069426662575]",Memphis,Tennessee
1033000,"[-90.04607212385675, 35.16433908323066]",Memphis,Tennessee
26232,"[-90.02603011258701, 35.10521089735748]",Memphis,Tennessee
5958920,"[-90.04797832439972, 35.116263281614806]",Memphis,Tennessee
1961959,"[-90.06838489929612, 35.1303535488653]",Memphis,Tennessee
1386642,"[-90.06245797868222, 35.14964303682085]",Memphis,Tennessee
9482272,"[-90.08215850289021, 35.13711861431434]",Memphis,Tennessee
1879421,"[-90.03346020086897, 35.11660353039515]",Memphis,Tennessee
610816,"[-90.05913543992352, 35.1507237518759]",Memphis,Tennessee
148866,"[-90.06239427232113, 35.19749777171549]",Memphis,Tennessee
4474770,"[-90.0656402431437, 35.16040178192588]",Memphis,Tennessee
2502373,"[-90.07705121983457, 35.14659372984679]",Memphis,Tennessee
1458563,"[-90.02238444362634, 35.16620219131768]",Memphis,Tennessee
158199,"[-90.07686248711008, 35.13828916881526]",Memphis,Tennessee
61861,"[-90.04813051647362, 35.14346842084674]",Memphis,Tennessee
4550398,"[-90.06218700490155, 35.12968102639049]",Memphis,Tennessee
147527,"[-90.05390236530907, 35.183769802213746]",Memphis,Tennessee
145353,"[-122.34233579530336, 47.61511962561557]",Seattle,Washington
893007,"[-122.34782537151644, 47.57120483922817]",Seattle,Washington
1725909,"[-122.3066249120483, 47.614875541431005]",Seattle,Washington
4668827,"[-122.36410023840014, 47.629393793028164]",Seattle,Washington
158594,"[-122.33878831858836, 47.63489769430931]",Seattle,Washington
41522,"[-122.37157076948121, 47.62231445186288]",Seattle,Washington
1848655,"[-122.3662151514215, 47.636413338720985]",Seattle,Washington
16088,"[-122.33936315991578, 47.60747097008084]",Seattle,Washington
23836,"[-122.31648674178852, 47.618476944918505]",Seattle,Washington
2073636,"[-122.35656232935541, 47.58445408111995]",Seattle,Washington
4405545,"[-122.36227828718201, 47.61330298767811]",Seattle,Washington
1567606,"[-122.31225313705859, 47.59793419041054]",Seattle,Washington
1953684,"[-122.35559046112746, 47.632201320851514]",Seattle,Washington
2390785,"[-122.30537534962299, 47.56427169840385]",Seattle,Washington
2216023,"[-122.32856380833843, 47.60464169693421]",Seattle,Washington
1133725,"[-122.33885628376278, 47.633565639110635]",Seattle,Washington
146863,"[-122.33335949404781, 47.57322114234557]",Seattle,Washington
4465240,"[-122.35758044895658, 47.602499557482965]",Seattle,Washington
156986,"[-122.3637982934989, 47.613639988144875]",Seattle,Washington
1834001,"[-122.31313537212685, 47.63176631112731]",Seattle,Washington
4404760,"[-122.37019181963079, 47.57387355952599]",Seattle,Washington
56608,"[-122.3327820477064, 47.600651233192146]",Seattle,Washington
4285606,"[-122.36730159057699, 47.636485761997804]",Seattle,Washington
69269,"[-122.34529475638219, 47.650737848400134]",Seattle,Washington
1685239,"[-122.33195188663096, 47.59441522296399]",Seattle,Washington
30053,"[-122.33096869419298, 47.65279403308717]",Seattle,Washington
6088293,"[-122.34360504382839, 47.55707272915993]",Seattle,Washington
30742,"[-122.36021326578759, 47.61691525308188]",Seattle,Washington
1108786,"[-122.35661604274398, 47.57215347092842]",Seattle,Washington
41330,"[-122.3299880939563, 47.61613442896264]",Seattle,Washington
20996,"[-122.33838391183909, 47.64688089706607]",Seattle,Washington
1660579,"[-122.35714692686518, 47.64817486748526]",Seattle,Washington
2109185,"[-104.99027850539446, 39.71247668259117]",Denver,Colorado
1281262,"[-104.96320640352755, 39.70505429242225]",Denver,Colorado
4640817,"[-105.01799313473609, 39.6989454775005]",Denver,Colorado
1913283,"[-105.02035524291574, 39.73857133180654]",Denver,Colorado
98723,"[-105.02611153108755, 39.776628637519906]",Denver,Colorado
2502380,"[-104.99122830415057, 39.721723974904904]",Denver,Colorado
2497363,"[-105.00881850505546, 39.763342192960856]",Denver,Colorado
4418370,"[-105.01180957255416, 39.72241233645348]",Denver,Colorado
2367806,"[-104.99117031021424, 39.705604660782924]",Denver,Colorado
18683,"[-104.98051207064675, 39.73716574209255]",Denver,Colorado
7367971,"[-105.00769017059241, 39.72063938853742]",Denver,Colorado
2142363,"[-104.93567205571546, 39.70175852774068]",Denver,Colorado
192380,"[-104.98399803914972, 39.753392176769076]",Denver,Colorado
4224675,"[-104.9717300083601, 39.76062370234071]",Denver,Colorado
146866,"[-104.9547481214983, 39.754517211166586]",Denver,Colorado
16009,"[-105.00993975050656, 39.73044829840904]",Denver,Colorado
1323604,"[-105.01216781697688, 39.722102798495136]",Denver,Colorado
4453229,"[-104.99963342062013, 39.758123850104404]",Denver,Colorado
2273083,"[-105.00859505820985, 39.75894620187965]",Denver,Colorado
1370455,"[-104.96428583051687, 39.720352276390734]",Denver,Colorado
26206,"[-104.98230835200498, 39.71683744767705]",Denver,Colorado
112413,"[-104.95873887834112, 39.73159006892513]",Denver,Colorado
1093955,"[-104.98523099574236, 39.71330865783074]",Denver,Colorado
1685206,"[-105.01735612527321, 39.79159827771867]",Denver,Colorado
4693932,"[-104.95558013136736, 39.734500344374936]",Denver,Colorado
867866,"[-104.96061929683087, 39.705708248611444]",Denver,Colorado
4463609,"[-104.95441411117379, 39.75102180403022]",Denver,Colorado
2174572,"[-104.97072909235146, 39.76695125343634]",Denver,Colorado
1846499,"[-105.01453989546958, 39.74926835846705]",Denver,Colorado
2126830,"[-104.99781019447511, 39.73823391154]",Denver,Colorado
51984,"[-105.01709463520687, 39.722192664863876]",Denver,Colorado
26965,"[-104.96255471832453, 39.73932835022561]",Denver,Colorado
1763288,"[-77.08128423585838, 38.96807140279006]",Washington,District of Columbia
1884234,"[-77.07312680608503, 38.966655290501976]",Washington,District of Columbia
4243819,"[-77.07253810509933, 38.97370391156046]",Washington,District of Columbia
1685242,"[-77.09260875298004, 38.95251363547269]",Washington,District of Columbia
1263074,"[-77.02450615902727, 38.998297383161045]",Washington,District of Columbia
4713060,"[-77.06033312033253, 38.98350934092874]",Washington,District of Columbia
160267,"[-77.10192521667686, 38.952662191635866]",Washington,District of Columbia
1556149,"[-77.07280558365764, 38.97460053885274]",Washington,District of Columbia
19565,"[-77.09424385176953, 38.959693226260576]",Washington,District of Columbia
1685164,"[-76.99614055154447, 38.96527531202102]",Washington,District of Columbia
807479,"[-77.11256771605123, 38.943928422849645]",Washington,District of Columbia
4685761,"[-77.0648937108871, 38.98118157473962]",Washington,District of Columbia
76514,"[-76.9856109929101, 38.95546571914821]",Washington,District of Columbia
474864,"[-77.07715229104048, 38.9674060351321]",Washington,District of Columbia
1695989,"[-76.99316092438302, 38.98222639857204]",Washington,District of Columbia
2502481,"[-77.08534830868487, 38.96402384173005]",Washington,District of Columbia
1685281,"[-77.0618157033247, 38.978065213666426]",Washington,District of Columbia
4252107,"[-77.07647804094391, 38.96881143549616]",Washington,District of Columbia
2501224,"[-77.04574090644645, 38.99227289845168]",Washington,District of Columbia
4469633,"[-77.08082865587537, 38.97457891244824]",Washington,District of Columbia
1598267,"[-77.07143372586606, 38.973157570350715]",Washington,District of Columbia
17904,"[-77.070770621503, 38.968481071251496]",Washington,District of Columbia
2373035,"[-76.98170236476338, 38.953961931018476]",Washington,District of Columbia
1118177,"[-77.07135069319517, 38.97093212673742]",Washington,District of Columbia
1890775,"[-77.10520835794298, 38.94991483655183]",Washington,District of Columbia
1685162,"[-77.08839136201206, 38.95736219458304]",Washington,District of Columbia
4680511,"[-77.01170110227213, 38.97558786061472]",Washington,District of Columbia
1944536,"[-77.01184194072175, 38.976236053875496]",Washington,District of Columbia
15931,"[-77.04518364951771, 38.9869635499171]",Washington,District of Columbia
10728,"[-77.00064487712807, 38.9667940844431]",Washington,District of Columbia
4683292,"[-77.06981772411964, 38.98479187755862]",Washington,District of Columbia
1686794,"[-77.1232116892404, 38.94227898255828]",Washington,District of Columbia
4607888,"[-71.0691347058699, 42.378583800628924]",Boston,Massachusetts
157007,"[-71.04792814523148, 42.361051533574255]",Boston,Massachusetts
7361975,"[-71.07958878571813, 42.36990141375181]",Boston,Massachusetts
1669981,"[-71.07894899311536, 42.382664349189156]",Boston,Massachusetts
16061,"[-71.05499926359329, 42.38822972679901]",Boston,Massachusetts
2398756,"[-71.04724715774421, 42.345679123823324]",Boston,Massachusetts
679348,"[-71.05884348384853, 42.37282602090635]",Boston,Massachusetts
